ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
CO-AMA,Colombia,Amazonas,2020-06-22,1980,80,978
CO-ANT,Colombia,Antioquia,2020-06-22,1451,8,645
CO-ARA,Colombia,Arauca,,0,0,0
CO-ATL,Colombia,Atlantico,2020-06-22,6144,351,1831
CO-DC,Colombia,Bogota,2020-06-22,12572,339,5381
CO-BOL,Colombia,Bolivar,2020-06-22,3968,204,1316
CO-BOY,Colombia,Boyaca,2020-06-22,223,0,138
CO-CAL,Colombia,Caldas,2020-06-22,173,0,0
CO-CAQ,Colombia,Caqueta,,0,0,0
CO-CAS,Colombia,Casanare,2020-06-22,0,0,33
CO-CAU,Colombia,Cauca,2020-06-22,843,0,149
CO-CES,Colombia,Cesar,2020-06-22,425,0,0
CO-COR,Colombia,Choco,2020-06-22,396,19,97
CO-CUN,Colombia,Cordoba,2020-06-22,210,12,74
CO-CHO,Colombia,Cundinamarca,2020-06-22,1167,39,392
CO-GUA,Colombia,Guainia,,0,0,0
CO-GUV,Colombia,Guaviare,,0,0,0
CO-HUI,Colombia,Huila,,0,0,0
CO-LAG,Colombia,La Guajira,2020-06-22,107,0,0
CO-MAG,Colombia,Magdalena,2020-06-22,750,55,378
CO-MET,Colombia,Meta,2020-06-22,988,0,892
CO-NAR,Colombia,Narino,2020-06-22,1551,0,432
CO-NSA,Colombia,Norte de Santander,2020-06-22,283,20,158
CO-PUT,Colombia,Putumayo,,0,0,0
CO-QUI,Colombia,Quindio,2020-06-22,121,0,98
CO-RIS,Colombia,Risaralda,2020-06-22,274,0,230
CO-SAP,Colombia,San Andres y Providencia,,0,0,0
CO-SAN,Colombia,Santander,,0,0,0
CO-SUC,Colombia,Sucre,2020-06-22,98,3,8
CO-TOL,Colombia,Tolima,2020-06-22,281,0,196
CO-VAC,Colombia,Valle del Cauca,2020-06-22,3661,183,1480
CO-VAU,Colombia,Vaupes,,0,0,0
CO-VID,Colombia,Vichada,,0,0,0
