ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
EC-A,Ecuador,Azuay,2020-08-30,1108,41,0
EC-B,Ecuador,Bolivar,2020-08-30,401,29,0
EC-F,Ecuador,Canar,2020-08-30,380,34,0
EC-C,Ecuador,Carchi,2020-08-30,359,7,0
EC-H,Ecuador,Chimborazo,2020-08-30,1307,98,0
EC-X,Ecuador,Cotopaxi,2020-08-30,187,12,0
EC-O,Ecuador,El Oro,2020-08-30,14507,1476,0
EC-E,Ecuador,Esmeraldas,2020-08-30,508,120,0
EC-W,Ecuador,Galapagos,2020-08-30,295,16,0
EC-G,Ecuador,Guayas,2020-08-30,513,29,0
EC-I,Ecuador,Imbabura,2020-08-30,2990,502,0
EC-L,Ecuador,Loja,2020-08-30,345,24,0
EC-R,Ecuador,Los Rios,2020-08-30,1347,199,0
EC-M,Ecuador,Manabi,2020-08-30,4898,348,0
EC-S,Ecuador,Morona Santiago,2020-08-30,1855,234,0
EC-N,Ecuador,Napo,2020-08-30,202,7,0
EC-D,Ecuador,Orellana,2020-08-30,1250,91,0
EC-Y,Ecuador,Pastaza,2020-08-30,836,288,0
EC-P,Ecuador,Pichincha,2020-08-30,634,78,0
EC-SE,Ecuador,Santa Elena,2020-08-30,176,8,0
EC-SD,Ecuador,Santo Domingo de los Tsachilas,2020-08-30,76,1,0
EC-U,Ecuador,Sucumbios,2020-08-30,644,64,0
EC-T,Ecuador,Tungurahua,2020-08-30,357,7,0
EC-Z,Ecuador,Zamora-Chinchipe,2020-08-30,309,7,0
