ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
EC-A,Ecuador,Azuay,2020-09-20,1108,41,0
EC-B,Ecuador,Bolivar,2020-09-20,401,29,0
EC-F,Ecuador,Canar,2020-09-20,380,34,0
EC-C,Ecuador,Carchi,2020-09-20,359,7,0
EC-H,Ecuador,Chimborazo,2020-09-20,1307,98,0
EC-X,Ecuador,Cotopaxi,2020-09-20,187,12,0
EC-O,Ecuador,El Oro,2020-09-20,14507,1476,0
EC-E,Ecuador,Esmeraldas,2020-09-20,508,120,0
EC-W,Ecuador,Galapagos,2020-09-20,295,16,0
EC-G,Ecuador,Guayas,2020-09-20,513,29,0
EC-I,Ecuador,Imbabura,2020-09-20,2990,502,0
EC-L,Ecuador,Loja,2020-09-20,345,24,0
EC-R,Ecuador,Los Rios,2020-09-20,1347,199,0
EC-M,Ecuador,Manabi,2020-09-20,4898,348,0
EC-S,Ecuador,Morona Santiago,2020-09-20,1855,234,0
EC-N,Ecuador,Napo,2020-09-20,202,7,0
EC-D,Ecuador,Orellana,2020-09-20,1250,91,0
EC-Y,Ecuador,Pastaza,2020-09-20,836,288,0
EC-P,Ecuador,Pichincha,2020-09-20,634,78,0
EC-SE,Ecuador,Santa Elena,2020-09-20,176,8,0
EC-SD,Ecuador,Santo Domingo de los Tsachilas,2020-09-20,76,1,0
EC-U,Ecuador,Sucumbios,2020-09-20,644,64,0
EC-T,Ecuador,Tungurahua,2020-09-20,357,7,0
EC-Z,Ecuador,Zamora-Chinchipe,2020-09-20,309,7,0
