ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
EC-A,Ecuador,Azuay,2020-08-15,2933,71,0
EC-B,Ecuador,Bolivar,2020-08-15,1038,50,0
EC-F,Ecuador,Canar,2020-08-15,668,48,0
EC-C,Ecuador,Carchi,2020-08-15,1239,32,0
EC-H,Ecuador,Chimborazo,2020-08-15,2908,173,0
EC-X,Ecuador,Cotopaxi,2020-08-15,745,20,0
EC-O,Ecuador,El Oro,2020-08-15,17275,1647,0
EC-E,Ecuador,Esmeraldas,2020-08-15,1212,197,0
EC-W,Ecuador,Galapagos,2020-08-15,1215,58,0
EC-G,Ecuador,Guayas,2020-08-15,1991,65,0
EC-I,Ecuador,Imbabura,2020-08-15,6015,772,0
EC-L,Ecuador,Loja,2020-08-15,876,48,0
EC-R,Ecuador,Los Rios,2020-08-15,2764,320,0
EC-M,Ecuador,Manabi,2020-08-15,13449,657,0
EC-S,Ecuador,Morona Santiago,2020-08-15,2760,314,0
EC-N,Ecuador,Napo,2020-08-15,1833,13,0
EC-D,Ecuador,Orellana,2020-08-15,3069,220,0
EC-Y,Ecuador,Pastaza,2020-08-15,1113,329,0
EC-P,Ecuador,Pichincha,2020-08-15,1863,164,0
EC-SE,Ecuador,Santa Elena,2020-08-15,990,35,0
EC-SD,Ecuador,Santo Domingo de los Tsachilas,2020-08-15,101,1,0
EC-U,Ecuador,Sucumbios,2020-08-15,1868,161,0
EC-T,Ecuador,Tungurahua,2020-08-15,1295,39,0
EC-Z,Ecuador,Zamora-Chinchipe,2020-08-15,873,34,0
