ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
EC-A,Ecuador,Azuay,2020-06-18,782,33,0
EC-B,Ecuador,Bolivar,2020-06-18,289,22,0
EC-F,Ecuador,Canar,2020-06-18,301,29,0
EC-C,Ecuador,Carchi,2020-06-18,143,4,0
EC-H,Ecuador,Chimborazo,2020-06-18,585,65,0
EC-X,Ecuador,Cotopaxi,2020-06-18,133,8,0
EC-O,Ecuador,El Oro,2020-06-18,13516,1354,0
EC-E,Ecuador,Esmeraldas,2020-06-18,357,100,0
EC-W,Ecuador,Galapagos,2020-06-18,179,12,0
EC-G,Ecuador,Guayas,2020-06-18,324,20,0
EC-I,Ecuador,Imbabura,2020-06-18,1814,363,0
EC-L,Ecuador,Loja,2020-06-18,145,10,0
EC-R,Ecuador,Los Rios,2020-06-18,1004,162,0
EC-M,Ecuador,Manabi,2020-06-18,3201,240,0
EC-S,Ecuador,Morona Santiago,2020-06-18,1340,179,0
EC-N,Ecuador,Napo,2020-06-18,84,2,0
EC-D,Ecuador,Orellana,2020-06-18,745,58,0
EC-Y,Ecuador,Pastaza,2020-06-18,720,277,0
EC-P,Ecuador,Pichincha,2020-06-18,416,59,0
EC-SE,Ecuador,Santa Elena,2020-06-18,87,3,0
EC-SD,Ecuador,Santo Domingo de los Tsachilas,2020-06-18,76,1,0
EC-U,Ecuador,Sucumbios,2020-06-18,299,46,0
EC-T,Ecuador,Tungurahua,2020-06-18,184,5,0
EC-Z,Ecuador,Zamora-Chinchipe,2020-06-18,148,4,0
