ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
EC-A,Ecuador,Azuay,2020-10-13,62,0,0
EC-B,Ecuador,Bolivar,2020-10-13,19,0,0
EC-F,Ecuador,Canar,2020-10-13,4,0,0
EC-C,Ecuador,Carchi,2020-10-13,34,0,0
EC-H,Ecuador,Chimborazo,2020-10-13,46,0,0
EC-X,Ecuador,Cotopaxi,2020-10-13,20,1,0
EC-O,Ecuador,El Oro,2020-10-13,128,3,0
EC-E,Ecuador,Esmeraldas,2020-10-13,23,1,0
EC-W,Ecuador,Galapagos,2020-10-13,31,0,0
EC-G,Ecuador,Guayas,2020-10-13,50,1,0
EC-I,Ecuador,Imbabura,2020-10-13,88,11,0
EC-L,Ecuador,Loja,2020-10-13,15,0,0
EC-R,Ecuador,Los Rios,2020-10-13,51,0,0
EC-M,Ecuador,Manabi,2020-10-13,190,27,0
EC-S,Ecuador,Morona Santiago,2020-10-13,26,1,0
EC-N,Ecuador,Napo,2020-10-13,28,0,0
EC-D,Ecuador,Orellana,2020-10-13,84,0,0
EC-Y,Ecuador,Pastaza,2020-10-13,7,0,0
EC-P,Ecuador,Pichincha,2020-10-13,19,0,0
EC-SE,Ecuador,Santa Elena,2020-10-13,59,0,0
EC-SD,Ecuador,Santo Domingo de los Tsachilas,2020-10-13,0,0,0
EC-U,Ecuador,Sucumbios,2020-10-13,28,3,0
EC-T,Ecuador,Tungurahua,2020-10-13,19,1,0
EC-Z,Ecuador,Zamora-Chinchipe,2020-10-13,5,0,0
