ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
EC-A,Ecuador,Azuay,2020-08-02,579,25,0
EC-B,Ecuador,Bolivar,2020-08-02,180,18,0
EC-F,Ecuador,Canar,2020-08-02,250,22,0
EC-C,Ecuador,Carchi,2020-08-02,67,1,0
EC-H,Ecuador,Chimborazo,2020-08-02,374,49,0
EC-X,Ecuador,Cotopaxi,2020-08-02,100,8,0
EC-O,Ecuador,El Oro,2020-08-02,12046,1174,0
EC-E,Ecuador,Esmeraldas,2020-08-02,253,70,0
EC-W,Ecuador,Galapagos,2020-08-02,141,11,0
EC-G,Ecuador,Guayas,2020-08-02,260,14,0
EC-I,Ecuador,Imbabura,2020-08-02,1280,278,0
EC-L,Ecuador,Loja,2020-08-02,61,3,0
EC-R,Ecuador,Los Rios,2020-08-02,710,126,0
EC-M,Ecuador,Manabi,2020-08-02,2339,114,0
EC-S,Ecuador,Morona Santiago,2020-08-02,1007,93,0
EC-N,Ecuador,Napo,2020-08-02,49,1,0
EC-D,Ecuador,Orellana,2020-08-02,488,48,0
EC-Y,Ecuador,Pastaza,2020-08-02,524,193,0
EC-P,Ecuador,Pichincha,2020-08-02,312,37,0
EC-SE,Ecuador,Santa Elena,2020-08-02,67,3,0
EC-SD,Ecuador,Santo Domingo de los Tsachilas,2020-08-02,71,1,0
EC-U,Ecuador,Sucumbios,2020-08-02,207,38,0
EC-T,Ecuador,Tungurahua,2020-08-02,114,5,0
EC-Z,Ecuador,Zamora-Chinchipe,2020-08-02,70,2,0
