ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
EC-A,Ecuador,Azuay,2020-08-12,53,1,0
EC-B,Ecuador,Bolivar,2020-08-12,14,0,0
EC-F,Ecuador,Canar,2020-08-12,26,1,0
EC-C,Ecuador,Carchi,2020-08-12,1,0,0
EC-H,Ecuador,Chimborazo,2020-08-12,7,0,0
EC-X,Ecuador,Cotopaxi,2020-08-12,6,0,0
EC-O,Ecuador,El Oro,2020-08-12,1377,37,0
EC-E,Ecuador,Esmeraldas,2020-08-12,15,0,0
EC-W,Ecuador,Galapagos,2020-08-12,9,1,0
EC-G,Ecuador,Guayas,2020-08-12,15,0,0
EC-I,Ecuador,Imbabura,2020-08-12,50,1,0
EC-L,Ecuador,Loja,2020-08-12,0,0,0
EC-R,Ecuador,Los Rios,2020-08-12,25,4,0
EC-M,Ecuador,Manabi,2020-08-12,188,4,0
EC-S,Ecuador,Morona Santiago,2020-08-12,60,5,0
EC-N,Ecuador,Napo,2020-08-12,9,0,0
EC-D,Ecuador,Orellana,2020-08-12,15,0,0
EC-Y,Ecuador,Pastaza,2020-08-12,10,2,0
EC-P,Ecuador,Pichincha,2020-08-12,4,0,0
EC-SE,Ecuador,Santa Elena,2020-08-12,25,1,0
EC-SD,Ecuador,Santo Domingo de los Tsachilas,2020-08-12,4,0,0
EC-U,Ecuador,Sucumbios,2020-08-12,5,1,0
EC-T,Ecuador,Tungurahua,2020-08-12,5,0,0
EC-Z,Ecuador,Zamora-Chinchipe,2020-08-12,1,0,0
