ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
EC-A,Ecuador,Azuay,2020-07-21,432,15,0
EC-B,Ecuador,Bolivar,2020-07-21,129,10,0
EC-F,Ecuador,Canar,2020-07-21,288,9,0
EC-C,Ecuador,Carchi,2020-07-21,33,1,0
EC-H,Ecuador,Chimborazo,2020-07-21,173,19,0
EC-X,Ecuador,Cotopaxi,2020-07-21,49,5,0
EC-O,Ecuador,El Oro,2020-07-21,10417,378,0
EC-E,Ecuador,Esmeraldas,2020-07-21,160,32,0
EC-W,Ecuador,Galapagos,2020-07-21,81,9,0
EC-G,Ecuador,Guayas,2020-07-21,224,10,0
EC-I,Ecuador,Imbabura,2020-07-21,601,101,0
EC-L,Ecuador,Loja,2020-07-21,23,2,0
EC-R,Ecuador,Los Rios,2020-07-21,457,79,0
EC-M,Ecuador,Manabi,2020-07-21,1351,66,0
EC-S,Ecuador,Morona Santiago,2020-07-21,687,36,0
EC-N,Ecuador,Napo,2020-07-21,61,1,0
EC-D,Ecuador,Orellana,2020-07-21,180,20,0
EC-Y,Ecuador,Pastaza,2020-07-21,360,47,0
EC-P,Ecuador,Pichincha,2020-07-21,157,17,0
EC-SE,Ecuador,Santa Elena,2020-07-21,39,1,0
EC-SD,Ecuador,Santo Domingo de los Tsachilas,2020-07-21,66,1,0
EC-U,Ecuador,Sucumbios,2020-07-21,90,19,0
EC-T,Ecuador,Tungurahua,2020-07-21,44,3,0
EC-Z,Ecuador,Zamora-Chinchipe,2020-07-21,43,2,0
