ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
EC-A,Ecuador,Azuay,2020-08-09,217,11,0
EC-B,Ecuador,Bolivar,2020-08-09,45,5,0
EC-F,Ecuador,Canar,2020-08-09,125,8,0
EC-C,Ecuador,Carchi,2020-08-09,9,0,0
EC-H,Ecuador,Chimborazo,2020-08-09,86,7,0
EC-X,Ecuador,Cotopaxi,2020-08-09,28,3,0
EC-O,Ecuador,El Oro,2020-08-09,6150,207,0
EC-E,Ecuador,Esmeraldas,2020-08-09,108,23,0
EC-W,Ecuador,Galapagos,2020-08-09,43,5,0
EC-G,Ecuador,Guayas,2020-08-09,105,5,0
EC-I,Ecuador,Imbabura,2020-08-09,274,41,0
EC-L,Ecuador,Loja,2020-08-09,8,0,0
EC-R,Ecuador,Los Rios,2020-08-09,247,46,0
EC-M,Ecuador,Manabi,2020-08-09,794,39,0
EC-S,Ecuador,Morona Santiago,2020-08-09,304,18,0
EC-N,Ecuador,Napo,2020-08-09,26,0,0
EC-D,Ecuador,Orellana,2020-08-09,79,11,0
EC-Y,Ecuador,Pastaza,2020-08-09,135,5,0
EC-P,Ecuador,Pichincha,2020-08-09,66,7,0
EC-SE,Ecuador,Santa Elena,2020-08-09,34,1,0
EC-SD,Ecuador,Santo Domingo de los Tsachilas,2020-08-09,53,1,0
EC-U,Ecuador,Sucumbios,2020-08-09,51,10,0
EC-T,Ecuador,Tungurahua,2020-08-09,18,2,0
EC-Z,Ecuador,Zamora-Chinchipe,2020-08-09,17,1,0
