ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
EC-A,Ecuador,Azuay,2020-10-13,47,0,0
EC-B,Ecuador,Bolivar,2020-10-13,32,0,0
EC-F,Ecuador,Canar,2020-10-13,5,1,0
EC-C,Ecuador,Carchi,2020-10-13,8,1,0
EC-H,Ecuador,Chimborazo,2020-10-13,87,2,0
EC-X,Ecuador,Cotopaxi,2020-10-13,4,0,0
EC-O,Ecuador,El Oro,2020-10-13,40,18,0
EC-E,Ecuador,Esmeraldas,2020-10-13,6,6,0
EC-W,Ecuador,Galapagos,2020-10-13,1,1,0
EC-G,Ecuador,Guayas,2020-10-13,5,3,0
EC-I,Ecuador,Imbabura,2020-10-13,37,5,0
EC-L,Ecuador,Loja,2020-10-13,0,1,0
EC-R,Ecuador,Los Rios,2020-10-13,62,5,0
EC-M,Ecuador,Manabi,2020-10-13,124,9,0
EC-S,Ecuador,Morona Santiago,2020-10-13,21,0,0
EC-N,Ecuador,Napo,2020-10-13,90,0,0
EC-D,Ecuador,Orellana,2020-10-13,45,2,0
EC-Y,Ecuador,Pastaza,2020-10-13,6,1,0
EC-P,Ecuador,Pichincha,2020-10-13,37,1,0
EC-SE,Ecuador,Santa Elena,2020-10-13,19,0,0
EC-SD,Ecuador,Santo Domingo de los Tsachilas,2020-10-13,0,0,0
EC-U,Ecuador,Sucumbios,2020-10-13,22,4,0
EC-T,Ecuador,Tungurahua,2020-10-13,2,3,0
EC-Z,Ecuador,Zamora-Chinchipe,2020-10-13,0,0,0
