ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
BR-AC,Brazil,Acre,2020-04-21,195,8,0
BR-AL,Brazil,Alagoas,2020-04-21,210,19,0
BR-AP,Brazil,Amapa,2020-04-21,457,13,0
BR-AM,Brazil,Amazonas,2020-04-21,2270,193,0
BR-BA,Brazil,Bahia,2020-04-21,1489,47,0
BR-CE,Brazil,Ceara,2020-04-21,3716,215,0
BR-DF,Brazil,Distrito Federal,2020-04-21,881,24,0
BR-ES,Brazil,Espiritu Santo,2020-04-21,0,0,0
BR-GO,Brazil,Goias,2020-04-21,421,19,0
BR-MA,Brazil,Maranhao,2020-04-21,1396,60,0
BR-MT,Brazil,Mato Grosso,2020-04-21,181,6,0
BR-MS,Brazil,Mato Grosso do Sul,2020-04-21,173,6,0
BR-MG,Brazil,Minas Gerais,2020-04-21,1230,44,0
BR-PA,Brazil,Para,2020-04-21,1026,38,0
BR-PB,Brazil,Paraiba,2020-04-21,263,33,0
BR-PR,Brazil,Parana,2020-04-21,1024,51,0
BR-PE,Brazil,Pernambuco,2020-04-21,2908,260,0
BR-PI,Brazil,Piaui,2020-04-21,186,14,0
BR-RN,Brazil,Rio Grande do Norte,2020-04-21,608,28,0
BR-RS,Brazil,Rio Grande do Sul,2020-04-21,904,27,0
BR-RJ,Brazil,Rio de Janeiro,2020-04-21,5306,461,0
BR-RO,Brazil,Rondonia,2020-04-21,199,4,0
BR-RR,Brazil,Roraima,2020-04-21,247,3,0
BR-SC,Brazil,Santa Catarina,2020-04-21,1063,35,0
BR-SP,Brazil,Sao Paulo,2020-04-21,15385,1093,0
BR-SE,Brazil,Sergipe,2020-04-21,92,5,0
BR-TO,Brazil,Tocantins,2020-04-21,37,1,0
