ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
BR-AC,Brazil,Acre,2020-05-20,2817,76,0
BR-AL,Brazil,Alagoas,2020-05-20,4437,251,0
BR-AP,Brazil,Amapa,2020-05-20,4549,142,0
BR-AM,Brazil,Amazonas,2020-05-20,23704,1561,0
BR-BA,Brazil,Bahia,2020-05-20,11197,362,0
BR-CE,Brazil,Ceara,2020-05-20,30560,1900,0
BR-DF,Brazil,Distrito Federal,2020-05-20,5161,77,0
BR-ES,Brazil,Espiritu Santo,2020-05-20,0,0,0
BR-GO,Brazil,Goias,2020-05-20,1978,78,0
BR-MA,Brazil,Maranhao,2020-05-20,15114,634,0
BR-MT,Brazil,Mato Grosso,2020-05-20,1054,32,0
BR-MS,Brazil,Mato Grosso do Sul,2020-05-20,693,17,0
BR-MG,Brazil,Minas Gerais,2020-05-20,5286,177,0
BR-PA,Brazil,Para,2020-05-20,18135,1633,0
BR-PB,Brazil,Paraiba,2020-05-20,5838,230,0
BR-PR,Brazil,Parana,2020-05-20,2616,137,0
BR-PE,Brazil,Pernambuco,2020-05-20,22560,1834,0
BR-PI,Brazil,Piaui,2020-05-20,2637,87,0
BR-RJ,Brazil,Rio de Janeiro,2020-05-20,30372,3237,0
BR-RN,Brazil,Rio Grande do Norte,2020-05-20,3796,170,0
BR-RS,Brazil,Rio Grande do Sul,2020-05-20,4973,161,0
BR-RO,Brazil,Rondonia,2020-05-20,2499,90,0
BR-RR,Brazil,Roraima,2020-05-20,2067,64,0
BR-SC,Brazil,Santa Catarina,2020-05-20,5499,94,0
BR-SP,Brazil,Sao Paulo,2020-05-20,69859,5363,0
BR-SE,Brazil,Sergipe,2020-05-20,4277,69,0
BR-TO,Brazil,Tocantins,2020-05-20,1809,42,0
