ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
PE-AMA,Peru,Amazonas,2020-09-19,732,27,0
PE-ANC,Peru,Ancash,2020-09-19,5226,300,0
PE-APU,Peru,Apurimac,2020-09-19,237,4,0
PE-ARE,Peru,Arequipa,2020-09-19,4204,59,0
PE-AYA,Peru,Ayacucho,2020-09-19,865,8,0
PE-CAJ,Peru,Cajamarca,2020-09-19,875,9,0
PE-CAL,Peru,Callao,2020-09-19,13410,369,0
PE-CUS,Peru,Cusco,2020-09-19,1182,4,0
PE-HUV,Peru,Huancavelica,2020-09-19,507,2,0
PE-HUC,Peru,Huanuco,2020-09-19,1120,13,0
PE-ICA,Peru,Ica,2020-09-19,4020,277,0
PE-JUN,Peru,Junin,2020-09-19,2093,21,0
PE-LAL,Peru,La Libertad,2020-09-19,5483,223,0
PE-LAM,Peru,Lambayeque,2020-09-19,9634,629,0
PE-LIM,Peru,Lima,2020-09-19,110161,2095,0
PE-LOR,Peru,Loreto,2020-09-19,6172,300,0
PE-MDD,Peru,Madre de dios,2020-09-19,731,10,0
PE-MOQ,Peru,Moquegua,2020-09-19,668,2,0
PE-PAS,Peru,Pasco,2020-09-19,553,11,0
PE-PIU,Peru,Piura,2020-09-19,10198,556,0
PE-PUN,Peru,Puno,2020-09-19,456,9,0
PE-SAM,Peru,San Martin,2020-09-19,1781,31,0
PE-TAC,Peru,Tacna,2020-09-19,504,5,0
PE-TUM,Peru,Tumbes,2020-09-19,1501,84,0
PE-UCA,Peru,Ucayali,2020-09-19,5087,114,0
