ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
PE-AMA,Peru,Amazonas,2020-08-17,1349,30,0
PE-ANC,Peru,Ancash,2020-08-17,6509,387,0
PE-APU,Peru,Apurimac,2020-08-17,353,9,0
PE-ARE,Peru,Arequipa,2020-08-17,5280,121,0
PE-AYA,Peru,Ayacucho,2020-08-17,1220,11,0
PE-CAJ,Peru,Cajamarca,2020-08-17,1350,17,0
PE-CAL,Peru,Callao,2020-08-17,16115,477,0
PE-CUS,Peru,Cusco,2020-08-17,1458,11,0
PE-HUV,Peru,Huancavelica,2020-08-17,679,7,0
PE-HUC,Peru,Huanuco,2020-08-17,1593,31,0
PE-ICA,Peru,Ica,2020-08-17,5653,356,0
PE-JUN,Peru,Junin,2020-08-17,2726,46,0
PE-LAL,Peru,La Libertad,2020-08-17,7579,365,0
PE-LAM,Peru,Lambayeque,2020-08-17,11576,674,0
PE-LIM,Peru,Lima,2020-08-17,136464,3196,0
PE-LOR,Peru,Loreto,2020-08-17,7781,318,0
PE-MDD,Peru,Madre de dios,2020-08-17,1096,19,0
PE-MOQ,Peru,Moquegua,2020-08-17,768,6,0
PE-PAS,Peru,Pasco,2020-08-17,817,15,0
PE-PIU,Peru,Piura,2020-08-17,14220,642,0
PE-PUN,Peru,Puno,2020-08-17,589,13,0
PE-SAM,Peru,San Martin,2020-08-17,2911,66,0
PE-TAC,Peru,Tacna,2020-08-17,624,6,0
PE-TUM,Peru,Tumbes,2020-08-17,2008,104,0
PE-UCA,Peru,Ucayali,2020-08-17,6438,129,0
