ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
PE-AMA,Peru,Amazonas,2020-10-14,8313,186,0
PE-ANC,Peru,Ancash,2020-10-14,15409,1098,0
PE-APU,Peru,Apurimac,2020-10-14,1806,55,0
PE-ARE,Peru,Arequipa,2020-10-14,24096,1005,0
PE-AYA,Peru,Ayacucho,2020-10-14,6072,174,0
PE-CAJ,Peru,Cajamarca,2020-10-14,10969,353,0
PE-CAL,Peru,Callao,2020-10-14,24765,1474,0
PE-CUS,Peru,Cusco,2020-10-14,9097,213,0
PE-HUV,Peru,Huancavelica,2020-10-14,3292,61,0
PE-HUC,Peru,Huanuco,2020-10-14,9551,295,0
PE-ICA,Peru,Ica,2020-10-14,16887,1371,0
PE-JUN,Peru,Junin,2020-10-14,11715,562,0
PE-LAL,Peru,La Libertad,2020-10-14,19329,1955,0
PE-LAM,Peru,Lambayeque,2020-10-14,19980,1553,0
PE-LIM,Peru,Lima,2020-10-14,268171,11716,0
PE-LOR,Peru,Loreto,2020-10-14,13296,818,0
PE-MDD,Peru,Madre de dios,2020-10-14,4773,128,0
PE-MOQ,Peru,Moquegua,2020-10-14,6468,186,0
PE-PAS,Peru,Pasco,2020-10-14,3076,75,0
PE-PIU,Peru,Piura,2020-10-14,24463,1751,0
PE-PUN,Peru,Puno,2020-10-14,5841,159,0
PE-SAM,Peru,San Martin,2020-10-14,11318,637,0
PE-TAC,Peru,Tacna,2020-10-14,5760,104,0
PE-TUM,Peru,Tumbes,2020-10-14,5137,268,0
PE-UCA,Peru,Ucayali,2020-10-14,11909,284,0
