ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
PE-AMA,Peru,Amazonas,2020-08-02,823,27,0
PE-ANC,Peru,Ancash,2020-08-02,5443,318,0
PE-APU,Peru,Apurimac,2020-08-02,288,5,0
PE-ARE,Peru,Arequipa,2020-08-02,4494,65,0
PE-AYA,Peru,Ayacucho,2020-08-02,915,8,0
PE-CAJ,Peru,Cajamarca,2020-08-02,947,11,0
PE-CAL,Peru,Callao,2020-08-02,14017,391,0
PE-CUS,Peru,Cusco,2020-08-02,1260,5,0
PE-HUV,Peru,Huancavelica,2020-08-02,569,4,0
PE-HUC,Peru,Huanuco,2020-08-02,1183,18,0
PE-ICA,Peru,Ica,2020-08-02,4375,292,0
PE-JUN,Peru,Junin,2020-08-02,2194,25,0
PE-LAL,Peru,La Libertad,2020-08-02,5916,252,0
PE-LAM,Peru,Lambayeque,2020-08-02,9933,635,0
PE-LIM,Peru,Lima,2020-08-02,118036,2349,0
PE-LOR,Peru,Loreto,2020-08-02,6349,307,0
PE-MDD,Peru,Madre de dios,2020-08-02,749,11,0
PE-MOQ,Peru,Moquegua,2020-08-02,712,4,0
PE-PAS,Peru,Pasco,2020-08-02,643,11,0
PE-PIU,Peru,Piura,2020-08-02,10886,573,0
PE-PUN,Peru,Puno,2020-08-02,471,9,0
PE-SAM,Peru,San Martin,2020-08-02,1952,38,0
PE-TAC,Peru,Tacna,2020-08-02,535,5,0
PE-TUM,Peru,Tumbes,2020-08-02,1585,91,0
PE-UCA,Peru,Ucayali,2020-08-02,5421,117,0
