ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
PE-AMA,Peru,Amazonas,2020-07-06,2020,42,0
PE-ANC,Peru,Ancash,2020-07-06,7828,457,0
PE-APU,Peru,Apurimac,2020-07-06,552,16,0
PE-ARE,Peru,Arequipa,2020-07-06,6823,230,0
PE-AYA,Peru,Ayacucho,2020-07-06,1743,24,0
PE-CAJ,Peru,Cajamarca,2020-07-06,1983,65,0
PE-CAL,Peru,Callao,2020-07-06,17871,611,0
PE-CUS,Peru,Cusco,2020-07-06,1760,18,0
PE-HUV,Peru,Huancavelica,2020-07-06,881,11,0
PE-HUC,Peru,Huanuco,2020-07-06,2215,57,0
PE-ICA,Peru,Ica,2020-07-06,7121,464,0
PE-JUN,Peru,Junin,2020-07-06,3721,133,0
PE-LAL,Peru,La Libertad,2020-07-06,9692,553,0
PE-LAM,Peru,Lambayeque,2020-07-06,13475,737,0
PE-LIM,Peru,Lima,2020-07-06,156172,4320,0
PE-LOR,Peru,Loreto,2020-07-06,8904,341,0
PE-MDD,Peru,Madre de dios,2020-07-06,1636,27,0
PE-MOQ,Peru,Moquegua,2020-07-06,928,11,0
PE-PAS,Peru,Pasco,2020-07-06,936,20,0
PE-PIU,Peru,Piura,2020-07-06,16634,742,0
PE-PUN,Peru,Puno,2020-07-06,874,19,0
PE-SAM,Peru,San Martin,2020-07-06,4548,142,0
PE-TAC,Peru,Tacna,2020-07-06,876,8,0
PE-TUM,Peru,Tumbes,2020-07-06,2607,120,0
PE-UCA,Peru,Ucayali,2020-07-06,7619,149,0
