ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
AR-B,Argentina,Buenos Aires,2020-06-13,5834,196,0
AR-K,Argentina,Catamarca,,0,0,0
AR-H,Argentina,Chaco,2020-06-13,1085,0,0
AR-U,Argentina,Chubut,,0,0,0
AR-C,Argentina,Ciudad Autonoma de Buenos Aires,2020-06-13,4202,112,0
AR-X,Argentina,Cordoba,2020-06-13,2806,0,0
AR-W,Argentina,Corrientes,2020-06-13,678,0,0
AR-E,Argentina,Entre Rios,2020-06-13,297,0,0
AR-P,Argentina,Formosa,2020-06-13,39,0,0
AR-Y,Argentina,Jujuy,2020-06-13,412,0,0
AR-L,Argentina,La Pampa,,0,0,0
AR-F,Argentina,La Rioja,2020-06-13,146,0,0
AR-M,Argentina,Mendoza,2020-06-13,469,12,0
AR-N,Argentina,Misiones,2020-06-13,33,5,0
AR-Q,Argentina,Neuquen,2020-06-13,378,0,0
AR-R,Argentina,Rio Negro,2020-06-13,288,0,0
AR-A,Argentina,Salta,2020-06-13,85,0,0
AR-J,Argentina,San Juan,2020-06-13,120,0,0
AR-D,Argentina,San Luis,2020-06-13,82,0,0
AR-Z,Argentina,Santa Cruz,2020-06-13,159,0,0
AR-S,Argentina,Santa Fe,2020-06-13,2082,0,0
AR-G,Argentina,Santiago del Estero,2020-06-13,78,0,0
AR-V,Argentina,Tierra del Fuego,2020-06-13,470,0,0
AR-T,Argentina,Tucuman,2020-06-13,436,0,0
