ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
AR-B,Argentina,Buenos Aires,2020-06-02,4687,165,0
AR-K,Argentina,Catamarca,2020-06-02,52,0,0
AR-H,Argentina,Chaco,2020-06-02,1031,0,0
AR-U,Argentina,Chubut,2020-06-02,69,3,0
AR-C,Argentina,Ciudad Autonoma de Buenos Aires,2020-06-02,3400,94,0
AR-X,Argentina,Cordoba,2020-06-02,2155,0,0
AR-W,Argentina,Corrientes,2020-06-02,524,2,0
AR-E,Argentina,Entre Rios,2020-06-02,268,8,0
AR-P,Argentina,Formosa,2020-06-02,30,0,0
AR-Y,Argentina,Jujuy,2020-06-02,230,0,0
AR-L,Argentina,La Pampa,2020-06-02,65,0,0
AR-F,Argentina,La Rioja,2020-06-02,104,0,0
AR-M,Argentina,Mendoza,2020-06-02,312,0,0
AR-N,Argentina,Misiones,2020-06-02,0,1,0
AR-Q,Argentina,Neuquen,2020-06-02,325,0,0
AR-R,Argentina,Rio Negro,2020-06-02,189,6,0
AR-A,Argentina,Salta,2020-06-02,74,0,0
AR-J,Argentina,San Juan,2020-06-02,83,0,0
AR-D,Argentina,San Luis,2020-06-02,74,0,0
AR-Z,Argentina,Santa Cruz,2020-06-02,124,0,0
AR-S,Argentina,Santa Fe,2020-06-02,1810,14,0
AR-G,Argentina,Santiago del Estero,2020-06-02,0,4,0
AR-V,Argentina,Tierra del Fuego,2020-06-02,402,0,0
AR-T,Argentina,Tucuman,2020-06-02,387,0,0
