ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
AR-B,Argentina,Buenos Aires,2020-06-12,927,30,0
AR-K,Argentina,Catamarca,,0,0,0
AR-H,Argentina,Chaco,2020-06-12,338,0,0
AR-U,Argentina,Chubut,2020-06-12,22,0,0
AR-C,Argentina,Ciudad Autonoma de Buenos Aires,2020-06-12,939,23,0
AR-X,Argentina,Cordoba,2020-06-12,487,0,0
AR-W,Argentina,Corrientes,2020-06-12,85,0,0
AR-E,Argentina,Entre Rios,2020-06-12,59,1,0
AR-P,Argentina,Formosa,,0,0,0
AR-Y,Argentina,Jujuy,2020-06-12,17,0,0
AR-L,Argentina,La Pampa,,0,0,0
AR-F,Argentina,La Rioja,2020-06-12,13,0,0
AR-M,Argentina,Mendoza,2020-06-12,59,2,0
AR-N,Argentina,Misiones,2020-06-12,8,0,0
AR-Q,Argentina,Neuquen,2020-06-12,65,0,0
AR-R,Argentina,Rio Negro,2020-06-12,27,0,0
AR-A,Argentina,Salta,2020-06-12,23,0,0
AR-J,Argentina,San Juan,,0,0,0
AR-D,Argentina,San Luis,2020-06-12,30,0,0
AR-Z,Argentina,Santa Cruz,2020-06-12,25,0,0
AR-S,Argentina,Santa Fe,2020-06-12,265,0,0
AR-G,Argentina,Santiago del Estero,2020-06-12,16,0,0
AR-V,Argentina,Tierra del Fuego,2020-06-12,55,1,0
AR-T,Argentina,Tucuman,2020-06-12,102,0,0
