ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
AR-B,Argentina,Buenos Aires,2020-06-12,36727,752,0
AR-K,Argentina,Catamarca,2020-06-12,228,0,0
AR-H,Argentina,Chaco,2020-06-12,4508,90,0
AR-U,Argentina,Chubut,2020-06-12,265,0,0
AR-C,Argentina,Ciudad Autonoma de Buenos Aires,2020-06-12,20192,406,0
AR-X,Argentina,Cordoba,2020-06-12,10747,43,0
AR-W,Argentina,Corrientes,2020-06-12,1838,0,0
AR-E,Argentina,Entre Rios,2020-06-12,913,0,0
AR-P,Argentina,Formosa,2020-06-12,480,0,0
AR-Y,Argentina,Jujuy,2020-06-12,1520,0,0
AR-L,Argentina,La Pampa,2020-06-12,185,0,0
AR-F,Argentina,La Rioja,2020-06-12,1026,0,0
AR-M,Argentina,Mendoza,2020-06-12,1507,0,0
AR-N,Argentina,Misiones,2020-06-12,751,0,0
AR-Q,Argentina,Neuquen,2020-06-12,1171,0,0
AR-R,Argentina,Rio Negro,2020-06-12,1740,24,0
AR-A,Argentina,Salta,2020-06-12,448,6,0
AR-J,Argentina,San Juan,2020-06-12,449,0,0
AR-D,Argentina,San Luis,2020-06-12,273,0,0
AR-Z,Argentina,Santa Cruz,2020-06-12,367,0,0
AR-S,Argentina,Santa Fe,2020-06-12,6994,0,0
AR-G,Argentina,Santiago del Estero,2020-06-12,705,0,0
AR-V,Argentina,Tierra del Fuego,2020-06-12,1274,0,0
AR-T,Argentina,Tucuman,2020-06-12,3034,0,0
