ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
AR-B,Argentina,Buenos Aires,2020-05-25,3030,112,0
AR-K,Argentina,Catamarca,2020-05-25,45,0,0
AR-H,Argentina,Chaco,2020-05-25,844,0,0
AR-U,Argentina,Chubut,2020-05-25,52,0,0
AR-C,Argentina,Ciudad Autonoma de Buenos Aires,2020-05-25,2355,60,0
AR-X,Argentina,Cordoba,2020-05-25,1466,5,0
AR-W,Argentina,Corrientes,,0,0,0
AR-E,Argentina,Entre Rios,2020-05-25,214,0,0
AR-P,Argentina,Formosa,2020-05-25,12,0,0
AR-Y,Argentina,Jujuy,2020-05-25,114,0,0
AR-L,Argentina,La Pampa,2020-05-25,39,0,0
AR-F,Argentina,La Rioja,2020-05-25,60,0,0
AR-M,Argentina,Mendoza,2020-05-25,176,8,0
AR-N,Argentina,Misiones,,0,0,0
AR-Q,Argentina,Neuquen,2020-05-25,219,0,0
AR-R,Argentina,Rio Negro,2020-05-25,78,0,0
AR-A,Argentina,Salta,2020-05-25,61,0,0
AR-J,Argentina,San Juan,2020-05-25,35,0,0
AR-D,Argentina,San Luis,2020-05-25,54,0,0
AR-Z,Argentina,Santa Cruz,2020-05-25,92,0,0
AR-S,Argentina,Santa Fe,2020-05-25,1199,0,0
AR-G,Argentina,Santiago del Estero,,0,0,0
AR-V,Argentina,Tierra del Fuego,2020-05-25,314,0,0
AR-T,Argentina,Tucuman,2020-05-25,304,0,0
