ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
CU-15,Cuba,Artemisa,2020-08-31,283,0,0
CU-09,Cuba,Camagüey,2020-08-31,58,0,0
CU-08,Cuba,Ciego de Ávila,2020-08-31,109,0,0
CU-06,Cuba,Cienfuegos,,0,0,0
CU-12,Cuba,Granma,2020-08-31,32,0,0
CU-14,Cuba,Guantánamo,,0,0,0
CU-11,Cuba,Holguín,2020-08-31,109,0,0
CU-99,Cuba,Isla de la Juventud,,0,0,0
CU-03,Cuba,La Habana,2020-08-31,2362,0,0
CU-10,Cuba,Las Tunas,,0,0,0
CU-04,Cuba,Matanzas,2020-08-31,240,0,0
CU-16,Cuba,Mayabeque,,0,0,0
CU-01,Cuba,Pinar del Río,2020-08-31,105,0,0
CU-07,Cuba,Sancti Spíritus,2020-08-31,75,0,0
CU-13,Cuba,Santiago de Cuba,,0,0,0
CU-05,Cuba,Villa Clara,2020-08-31,270,0,0
