ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
CU-15,Cuba,Artemisa,2020-10-15,330,0,0
CU-09,Cuba,Camagüey,2020-10-15,60,0,0
CU-08,Cuba,Ciego de Ávila,2020-10-15,129,0,0
CU-06,Cuba,Cienfuegos,2020-10-15,33,0,0
CU-12,Cuba,Granma,2020-10-15,36,0,0
CU-14,Cuba,Guantánamo,2020-10-15,37,0,0
CU-11,Cuba,Holguín,2020-10-15,110,0,0
CU-99,Cuba,Isla de la Juventud,,0,0,0
CU-03,Cuba,La Habana,2020-10-15,2595,0,0
CU-10,Cuba,Las Tunas,2020-10-15,38,0,0
CU-04,Cuba,Matanzas,2020-10-15,257,0,0
CU-16,Cuba,Mayabeque,2020-10-15,64,0,0
CU-01,Cuba,Pinar del Río,2020-10-15,112,0,0
CU-07,Cuba,Sancti Spíritus,,0,0,0
CU-13,Cuba,Santiago de Cuba,2020-10-15,76,0,0
CU-05,Cuba,Villa Clara,,0,0,0
