ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
CU-15,Cuba,Artemisa,2020-08-29,170,0,0
CU-09,Cuba,Camagüey,2020-08-29,53,0,0
CU-08,Cuba,Ciego de Ávila,2020-08-29,99,0,0
CU-06,Cuba,Cienfuegos,2020-08-29,31,0,0
CU-12,Cuba,Granma,2020-08-29,27,0,0
CU-14,Cuba,Guantánamo,2020-08-29,28,0,0
CU-11,Cuba,Holguín,2020-08-29,101,0,0
CU-99,Cuba,Isla de la Juventud,,0,0,0
CU-03,Cuba,La Habana,2020-08-29,1609,0,0
CU-10,Cuba,Las Tunas,2020-08-29,20,0,0
CU-04,Cuba,Matanzas,2020-08-29,211,0,0
CU-16,Cuba,Mayabeque,,0,0,0
CU-01,Cuba,Pinar del Río,2020-08-29,64,0,0
CU-07,Cuba,Sancti Spíritus,2020-08-29,73,0,0
CU-13,Cuba,Santiago de Cuba,2020-08-29,64,0,0
CU-05,Cuba,Villa Clara,2020-08-29,237,0,0
